number,companyName,adress,adressBystreet,dateOflicensing,stateOfbusiness,dateOfclosure,startdateOfcessation,duedateOfcessation,dateOfreOpen,areaOfsite,zip,waterwork,numOfmenWorker,yearOfStart,multipleUse,grade,sizeOfsite,numOfwomenWorker,vicintyOfsite,sanitaryName,businessCondition,totalOfworker
30159,카페꼰띠고배봉초교점,서울특별시 동대문구 전농동 1-216번지 우정빌딩1층 ,"서울특별시 동대문구 사가정로 203, 1층 (전농동, 우정빌딩)",20141031,운영중,,,,,,,,,2014,N,,194,,,휴게음식점,커피숍,
30160,카페꼼마,서울특별시 강남구 청담동 47-8번지 지상1층 ,"서울특별시 강남구 학동로77길 10, 지상1층 (청담동)",20140418,운영중,,,,,,,,,2014,N,,73.16,,,휴게음식점,커피숍,
30161,카페꽃다방,대구광역시 북구 대현동 110-3번지 ,대구광역시 북구 경대로7길 27-1 (대현동),20100308,운영중,,,,,,,,1,2010,N,,62.4,,주택가주변,휴게음식점,커피숍,
30162,카페꽃밭,경기도 양평군 서종면 수능리 160-1번지 ,경기도 양평군 서종면 황순원로 317,20131101,운영중,,,,,,,지하수전용,,2013,N,,187.54,,기타,휴게음식점,커피숍,
30163,카페꿀빙,경기도 안양시 동안구 비산동 550-4번지 지상1층 ,"경기도 안양시 동안구 관악대로 97, 지상1층 (비산동)",20140730,운영중,,,,,,,상수도전용,,2014,N,,30.63,,기타,휴게음식점,커피숍,
30164,카페꿈,경기도 안양시 만안구 안양동 434-5번지 ,"경기도 안양시 만안구 수리산로55번길 35, 지상1층 (안양동)",20141128,운영중,,,,,,,상수도전용,,2014,N,,18.72,,,휴게음식점,커피숍,
30165,카페꿈,울산광역시 북구 상안동 367-9번지 맑은샘상가B동103호(지상1층) ,"울산광역시 북구 아진로 76 (상안동, 맑은샘상가B동103호,지상1층)",20130821,폐업 등,20150302,,,,,,상수도전용,,2013,N,,21.35,,,휴게음식점,커피숍,
30166,카페끄레마,대구광역시 수성구 범어동 45-3번지 킹덤오피스텔지하1층19호 ,"대구광역시 수성구 동대구로80길 10-8 (범어동,킹덤오피스텔지하1층19호)",20110425,운영중,,,,,,,상수도전용,,2011,N,,60.6,1,기타,휴게음식점,커피숍,
30167,카페끌림,전라북도 정읍시 북면 화해리 2-7번지 ,전라북도 정읍시 북면 정읍북로 631,20140912,운영중,,,,,,,상수도전용,,2014,N,,0,,,휴게음식점,커피숍,
30168,카페끌림,전라남도 광양시 중동 1346-3번지 (2층중1층전부층) ,"전라남도 광양시 오류로 75, 2층중1층전부층 (중동)",20120426,운영중,,,,,,,상수도전용,2,2012,N,,130.72,2,기타,휴게음식점,커피숍,4
30169,카페나(Na),강원도 동해시 천곡동 485-10번지 101호,"강원도 동해시 동해대로 5443, 1층 101호 (천곡동, 공영버스터미널)",20130621,운영중,,,,,,,상수도전용,,2013,N,,48,,기타,휴게음식점,커피숍,
30170,카페나나,서울특별시 관악구 봉천동 1611-1번지 ,"서울특별시 관악구 관악로16길 42, 1층 (봉천동)",20131217,운영중,,,,,,,상수도전용,,2013,N,,26,,,휴게음식점,커피숍,
30171,카페나나,충청북도 옥천군 옥천읍 문정리 365-19번지 ,충청북도 옥천군 옥천읍 대학길 16,20140324,운영중,,,,,,,상수도전용,,2015,N,,31.21,,,휴게음식점,커피숍,
30172,카페나노,경기도 수원시 장안구 천천동 323-10번지 103호,"경기도 수원시 장안구 일월로90번길 42-2, 103호 (천천동)",20130328,운영중,,,,,,,,,2013,N,,45.99,,,휴게음식점,커피숍,
30173,카페나눔,경기도 군포시 산본동 1142-1번지 유화프라자 3층 3-1B호,"경기도 군포시 번영로 515, 3층 3-1B호 (산본동, 유화프라자)",20120418,운영중,,,,,,,,,2012,N,,24.8,,,휴게음식점,커피숍,
30174,카페나눔,서울특별시 성동구 금호동4가 800번지 대우아파트 상가 403호 ,"서울특별시 성동구 독서당로 270, 403호 (금호동4가, 금호동 대우아파트)",20110608,운영중,,,,,,,,,2011,N,,29.44,,,휴게음식점,커피숍,
30175,카페나니아,대구광역시 북구 복현동 681번지 ,대구광역시 북구 경대로 109 (복현동),20110401,운영중,,,,,,,상수도전용,,2011,N,,49.2,1,기타,휴게음식점,커피숍,
30176,카페나드,경기도 하남시 덕풍동 213-8번지 ,"경기도 하남시 덕풍북로6번길 9, 1층 (덕풍동)",20120627,운영중,,,,,,,상수도전용,,2012,N,,37,,,휴게음식점,커피숍,
30177,카페나들목,경기도 남양주시 호평동 269-1번지 (2층) ,,20100825,폐업 등,20110712,,,,,,상수도전용,,2010,N,,96,,주택가주변,휴게음식점,커피숍,
30178,카페나라,경기도 용인시 기흥구 동백동 606-7번지 지하1층 일부 ,"경기도 용인시 기흥구 평촌1로2번길 5 (동백동, 지하1층 일부)",20120904,운영중,,,,,,,상수도전용,,2012,N,,20.71,,,휴게음식점,커피숍,
30179,카페나라,인천광역시 부평구 갈산동 119-3번지 1층 ,"인천광역시 부평구 주부토로 303 (갈산동, 1층)",20120326,운영중,,,,,,,상수도전용,,2012,N,,95.99,,,휴게음식점,커피숍,
30180,카페나래,경상남도 양산시 주진동 72-2번지 ,"경상남도 양산시 진등길 40, 1층 (주진동)",20140219,운영중,,,,,,,상수도전용,,2014,N,,72.8,,,휴게음식점,커피숍,
30181,카페나래,충청북도 충주시 대소원면 본리 749번지 ,충청북도 충주시 대소원면 첨단산업4로 63-1,20141020,운영중,,,,,,,상수도전용,,2014,N,,41.28,,기타,휴게음식점,커피숍,
30182,카페나레,경기도 용인시 기흥구 중동 833번지 쥬네브썬월드 1093호 ,"경기도 용인시 기흥구 동백죽전대로 444 (중동,쥬네브썬월드 1093호)",20110426,운영중,,,,,,,상수도전용,,2011,N,,12.48,,,휴게음식점,커피숍,
30183,카페나루,경상남도 진주시 문산읍 삼곡리 1264-9번지 1층일부 ,경상남도 진주시 문산읍 동부로 585 (1층일부),20140624,운영중,,,,,,,상수도전용,,2014,N,자율,13.2,1,기타,휴게음식점,커피숍,
30184,카페나루,서울특별시 광진구 광장동 258-22번지 ,서울특별시 광진구 광장로1길 18 (광장동),20080513,운영중,,,,,,,상수도전용,,2008,N,,13.24,,,휴게음식점,커피숍,
30185,카페나루,서울특별시 관악구 신림동 1554-2번지 지상1층 ,"서울특별시 관악구 신림로21길 40, 지상1층 (신림동)",20120521,폐업 등,20131028,,,,,,,,2012,N,,24,,,휴게음식점,커피숍,
30186,카페나루,경기도 부천시 원미구 상동 542-1번지 영플러스 103호 ,"경기도 부천시 원미구 상동로 84 (상동, 영플러스 103호)",20130813,폐업 등,20141223,,,,,,상수도전용,,2013,N,,32.76,,,휴게음식점,커피숍,
30187,카페나루,서울특별시 강동구 성내동 516-13번지 105호,"서울특별시 강동구 풍성로 161, 105호 (성내동)",20120820,폐업 등,20130114,,,,,,,,2012,N,,30.83,,,휴게음식점,커피숍,
30188,카페나루(Cafe Naru),대전광역시 서구 둔산동 1380-1번지 123-1호,"대전광역시 서구 둔산북로 121, 123-1호 (둔산동)",20130816,운영중,,,,,,,상수도전용,,2013,N,,64.78,,,휴게음식점,커피숍,
30189,카페나무,서울특별시 도봉구 도봉동 562-40번지 지상1층 ,"서울특별시 도봉구 도봉로 879, 지상1층 (도봉동)",20140106,운영중,,,,,,,상수도전용,,2014,N,,17,,,휴게음식점,커피숍,
30190,카페나무,강원도 원주시 관설동 1735-6번지 (1층) ,"강원도 원주시 시청로 471-6 (관설동,(1층))",20110418,폐업 등,20150324,,,,,,상수도전용,,2011,N,자율,92.47,,기타,휴게음식점,커피숍,
30191,카페나무,서울특별시 서초구 방배동 900-37번지 101호,"서울특별시 서초구 방배로20길 33, 101호 (방배동)",20101029,폐업 등,20130624,,,,,,,,2010,N,,39,,,휴게음식점,커피숍,
30192,카페나무,경기도 안양시 만안구 박달동 157-13번지 지상1층 ,"경기도 안양시 만안구 박달로 431 (박달동,지상1층)",20110624,폐업 등,20141231,,,,,,상수도전용,,2011,N,,28.5,,,휴게음식점,커피숍,
30193,카페나무,경기도 안양시 만안구 박달동 157-13번지 지상1 ,"경기도 안양시 만안구 박달로 431, 지상1층 (박달동)",20141229,운영중,,,,,,,상수도전용,,2014,N,,28.5,,,휴게음식점,커피숍,
30194,카페나무,서울특별시 광진구 중곡동 221-6번지 중곡제일시장고객쉼터2층 ,"서울특별시 광진구 긴고랑로11길 14 (중곡동, 중곡제일시장고객쉼터2층)",20140924,운영중,,,,,,,,,2014,N,,49.5,,,휴게음식점,커피숍,
30195,카페나무,부산광역시 해운대구 반송동 250-2425번지 (2층전체) ,"부산광역시 해운대구 아랫반송로 33 (반송동, 2층)",20110923,운영중,,,,,,,,,2011,N,,83.3,,기타,휴게음식점,커피숍,
30196,카페나무,충청남도 논산시 연산면 청동리 608번지 ,충청남도 논산시 연산면 청동로 18,20150311,운영중,,,,,,,상수도전용,,2015,N,,15.1,1,기타,휴게음식점,커피숍,
30197,카페나무,경상남도 거제시 장목면 외포리 1135번지 ,경상남도 거제시 장목면 옥포대첩로 823-7 (2층),20131011,운영중,,,,,,,간이상수도,1,2013,N,,162,,기타,휴게음식점,커피숍,
30198,카페나무,경기도 부천시 원미구 심곡동 155-2번지 1층 일부 ,"경기도 부천시 원미구 부흥로 406 (심곡동, 1층 일부)",20121018,폐업 등,20141231,,,,,,상수도전용,,2012,N,,52.54,,기타,휴게음식점,커피숍,
30199,카페나무,경기도 이천시 중리동 180-5번지 1층 ,경기도 이천시 서희로 51 (중리동),20091202,운영중,,,,,,,상수도전용,,2009,N,기타,54.02,,주택가주변,휴게음식점,커피숍,
30200,카페나무,서울특별시 서초구 방배동 766-4번지 102호,,20110701,폐업 등,20120201,,,,,,,,2011,N,,25.74,,,휴게음식점,커피숍,
30201,카페나무,인천광역시 강화군 하점면 신봉리 629-2번지 ,,20120706,운영중,,,,,,,,,2012,N,,131.4,,,휴게음식점,커피숍,
30202,카페나무(둔산점),대전광역시 서구 둔산동 1033번지 101호일부 ,"대전광역시 서구 대덕대로 223 (둔산동, 101호일부)",20140722,운영중,,,,,,,상수도전용,,2014,N,,121.87,,,휴게음식점,커피숍,
30203,카페나무(안양1번가점),경기도 안양시 만안구 안양동 674-294번지 1층 ,"경기도 안양시 만안구 안양로292번길 3, 1층 (안양동)",20141209,운영중,,,,,,,,,2014,N,,58.8,,,휴게음식점,커피숍,
30204,카페나무사이,서울특별시 강동구 성내동 449번지 ,서울특별시 강동구 강동대로53길 12 (성내동),20101109,운영중,,,,,,,,,2010,N,,33,,,휴게음식점,커피숍,
30205,카페나무아래,서울특별시 송파구 마천동 331-1번지 1층 ,"서울특별시 송파구 성내천로63길 1, 1층 (마천동)",20120127,운영중,,,,,,,,,2012,N,,30.66,,,휴게음식점,커피숍,
30206,카페나무아래,인천광역시 남구 숭의동 6번지 ,"인천광역시 남구 수봉안길 32 (숭의동, 2층)",20131101,운영중,,,,,,,,,2013,N,,45,,,휴게음식점,커피숍,
30207,카페나무오창점,,"충청북도 청주시 청원구 오창읍 중심상업로 7, 106호 (오창프라자 1)",20140521,운영중,,,,,,,상수도전용,,2014,N,,36.52,,,휴게음식점,커피숍,
30208,카페나봄,서울특별시 송파구 풍납동 229-14번지 지상1층 ,"서울특별시 송파구 풍성로 42, 지상1층 (풍납동)",20130501,운영중,,,,,,,,,2013,N,,28.81,,,휴게음식점,커피숍,
30209,카페나옹,인천광역시 부평구 산곡동 310-134번지 백운빌딩 103호 ,"인천광역시 부평구 화랑로 14 (산곡동, 백운빌딩 103호)",20111118,운영중,,,,,,,상수도전용,,2011,N,,16.35,,,휴게음식점,커피숍,
30210,카페나이로비,강원도 원주시 학성동 967-1번지 ,"강원도 원주시 송계1길 29, 1층 (학성동)",20140509,운영중,,,,,,,상수도전용,,2014,N,자율,109.7,,기타,휴게음식점,커피숍,
30211,카페나이로비(Cafe nairobi),경기도 고양시 일산서구 일산동 1088번지 두레빌딩 101호 ,"경기도 고양시 일산서구 강선로 152 (일산동,두레빌딩 101호)",20101208,운영중,,,,,,,상수도전용,,2010,N,,27.3,,아파트지역,휴게음식점,커피숍,
30212,카페나인,서울특별시 중랑구 면목동 718-2번지 ,"서울특별시 중랑구 동일로 467 (면목동, 718-2, 101호)",20130219,운영중,,,,,,,,,2013,N,,82.64,,,휴게음식점,커피숍,
30213,카페나인,대전광역시 유성구 반석동 643-2번지 지상1층 ,"대전광역시 유성구 반석동로40번길 54-22, 지상1층 (반석동)",20111128,폐업 등,20121224,,,,,,상수도전용,,2011,N,,74.49,,,휴게음식점,커피숍,
30214,카페나인,충청남도 논산시 취암동 1002번지 ,충청남도 논산시 시민로307번길 12-1 (취암동),20140108,운영중,,,,,,,상수도전용,,2014,N,,37.32,1,기타,휴게음식점,커피숍,
30215,카페나인,제주특별자치도 제주시 애월읍 광령리 2970번지 ,"제주특별자치도 제주시 애월읍 하광로 518, 1층",20140602,운영중,,,,,,,,,2014,N,,45.49,,,휴게음식점,커피숍,
30216,카페나인(cafe nine),서울특별시 중구 신당동 52-198번지 1층 ,"서울특별시 중구 다산로40길 32, 1층 (신당동)",20141031,운영중,,,,,,,,,2014,N,,33,,,휴게음식점,커피숍,
30217,카페남문동,강원도 강릉시 명주동 41-1번지 ,강원도 강릉시 경강로 2041 (명주동),20120924,운영중,,,,,,,상수도전용,,2012,N,,126.52,,기타,휴게음식점,커피숍,
30218,카페넘버 일이공,부산광역시 강서구 명지동 3230-11번지 퀸덤1차에디슨타운상가동 116동 120호,"부산광역시 강서구 명지오션시티10로 17, 116동 120호 (명지동,퀸덤1차에디슨타운상가동)",20110928,폐업 등,20150130,,,,,,상수도전용,,2011,N,기타,53.14,,아파트지역,휴게음식점,커피숍,
30219,카페넘버633(cafe No.633),인천광역시 남동구 고잔동 633-1번지 현태종합사아가A동 118호,"인천광역시 남동구 은청로 9, A동 118호 (고잔동, 현태종합상가)",20100708,폐업 등,20141119,,,,,,상수도전용,,2010,N,,49.12,,,휴게음식점,커피숍,
30220,카페네,서울특별시 구로구 개봉동 347-20번지 ,서울특별시 구로구 개봉로11길 10 (개봉동),20120509,운영중,,,,,,,상수도전용,,2012,N,,26.6,,,휴게음식점,커피숍,
30221,카페네,부산광역시 금정구 부곡동 276-17번지 ,부산광역시 금정구 동부곡로15번길 77 (부곡동),20140218,운영중,,,,,,,상수도전용,,2014,N,,78.03,,,휴게음식점,커피숍,
30222,카페네(cafene),서울특별시 영등포구 여의도동 36번지 롯데캐슬엠파이어 지하1층 17호 ,"서울특별시 영등포구 의사당대로 127 (여의도동,롯데캐슬엠파이어 지하1층 17호)",20100811,폐업 등,20120820,,,,,,,,2010,N,,24.79,,,휴게음식점,커피숍,
30223,카페네꼬,서울특별시 용산구 이태원동 124-9번지 (지상1층) ,,20100714,폐업 등,20110214,,,,,,,,2010,N,,8.99,,,휴게음식점,커피숍,
30224,카페네스카페,강원도 강릉시 안현동 733번지 ,,20070417,폐업 등,20080410,,,,,,상수도전용,0,2007,N,,27.3,1,기타,휴게음식점,커피숍,1
30225,카페네스카페,부산광역시 부산진구 부전동 512-9번지 ,,20090828,폐업 등,20100423,,,,,,상수도전용,,2009,N,,29.07,,,휴게음식점,커피숍,
30226,카페네스카페,부산광역시 금정구 남산동 374-75번지 ,부산광역시 금정구 금단로 200 (남산동),20130924,운영중,,,,,,,상수도전용,,2013,N,,71.7,,,휴게음식점,커피숍,
30227,카페네스카페,경상남도 창원시 의창구 팔용동 30-1번지 파비뉴21 8층8003호 ,"경상남도 창원시 의창구 창원대로397번길 6 (팔용동,파비뉴21 8층8003호)",20040930,운영중,,,,,,,상수도전용,0,2004,N,,13.23,0,,휴게음식점,커피숍,0
30228,카페네스카페,서울특별시 종로구 와룡동 122번지 (1층) ,,20101006,폐업 등,20101013,,,,,,,,2010,N,,114.21,,,휴게음식점,커피숍,
30229,카페네스카페,대전광역시 서구 둔산동 1056번지 (1층) ,"대전광역시 서구 둔산로 30 (둔산동,(1층))",20110512,운영중,,,,,,,상수도전용,,2011,N,,120.1,,,휴게음식점,커피숍,
30230,카페네스카페,서울특별시 동대문구 이문동 270-1번지 (이문로 107) ,"서울특별시 동대문구 이문로 107 (이문동,(이문로 107))",20080523,운영중,,,,,,,,,2008,N,,30.88,,,휴게음식점,커피숍,
30231,카페네스카페,경기도 성남시 수정구 태평동 6452번지 1층 ,"경기도 성남시 수정구 수정로 89 (태평동,1층)",20100720,운영중,,,,,,,상수도전용,,2010,N,,12.26,,기타,휴게음식점,커피숍,
30232,카페네스카페 SK와이번스 인천문학야구장점,인천광역시 남구 문학동 482번지 인천문학야구장 내 1루 2층 ,"인천광역시 남구 매소홀로 618, 2층 (문학동, 인천문학야구장 내 1루 )",20150330,운영중,,,,,,,,,2015,N,,15.18,,,휴게음식점,커피숍,
30233,카페네스카페 강남역1호점,서울특별시 서초구 서초동 1306-5번지 (2층) ,"서울특별시 서초구 강남대로 421 (서초동,(2층))",20111026,운영중,,,,,,,,,2011,N,,281.74,,,휴게음식점,커피숍,
30234,카페네스카페 건대역점,서울특별시 광진구 화양동 7-3번지 한림타워 202호,"서울특별시 광진구 아차산로 229, 202호 (화양동, 한림타워)",20140102,운영중,,,,,,,,,2014,N,,98.02,,,휴게음식점,커피숍,
30235,카페네스카페 광안리점,부산광역시 수영구 광안동 204-13번지 ,부산광역시 수영구 광안해변로 153 (광안동),20111216,운영중,,,,,,,상수도전용,,2011,N,,142.34,,,휴게음식점,커피숍,
30236,카페네스카페 광안비치점,"부산광역시 수영구 민락동 181-223번지 바다마루 103,104A,104B호 ","부산광역시 수영구 민락수변로 29, 1층 103,104A,104B호 (민락동, 바다마루)",20121016,운영중,,,,,,,상수도전용,,2012,N,,237.76,,,휴게음식점,커피숍,
30237,카페네스카페 구로JNK디지털점,서울특별시 구로구 구로동 222-3번지 제이앤케이디지털타워 B11호,"서울특별시 구로구 디지털로26길 111 (구로동, 제이앤케이디지털타워 B11호)",20120220,폐업 등,20130516,,,,,,상수도전용,,2012,N,,137.68,,,휴게음식점,커피숍,
30238,카페네스카페 구로리브로점,서울특별시 구로구 구로동 573번지 애경백화점 4층 ,,20020118,폐업 등,20120223,,,,,,상수도전용,0,2002,N,,125.4,0,,휴게음식점,커피숍,0
30239,카페네스카페 국기원사거리점,서울특별시 강남구 역삼동 827-59번지 지상1층 ,"서울특별시 강남구 테헤란로8길 32, 지상1층 (역삼동)",20140711,운영중,,,,,,,,,2014,N,,165,,,휴게음식점,커피숍,
30240,카페네스카페 국립서울미술관점,서울특별시 종로구 소격동 125번지 ,"서울특별시 종로구 북촌로5길 64, 1층 (소격동)",20120112,폐업 등,20140529,,,,,,,,2012,N,,68.34,,,휴게음식점,커피숍,
30241,카페네스카페 김포HP점,경기도 김포시 감정동 692번지 ,,20010903,폐업 등,20041029,,,,,,상수도전용,0,2001,N,,12.1,0,,휴게음식점,커피숍,0
30242,카페네스카페 대구경북대병원점,대구광역시 중구 동인동4가 0251번지 금아타워 1층 ,"대구광역시 중구 동덕로30길 45 (동인동4가, 금아타워 1층)",20140904,운영중,,,,,,,상수도전용,,2014,N,자율,45.06,,기타,휴게음식점,커피숍,
30243,카페네스카페 대연CGV점,"부산광역시 남구 대연동 73-15번지 스파크 5층 6호(503,504,505,506호 일부) ","부산광역시 남구 수영로 305 (대연동,스파크 5층 6호(503,504,505,506호 일부))",20110331,폐업 등,20140904,,,,,,상수도전용,,2011,N,,93.13,,,휴게음식점,커피숍,
30244,카페네스카페 명동1호점,"서울특별시 중구 명동2가 86번지 (1층, 2층), 명동2가 87-1 (1층, 2층) ","서울특별시 중구 남대문로 68, 1층, 2층 (명동2가)",20120601,운영중,,,,,,,,,2012,N,,409,,,휴게음식점,커피숍,
30245,카페네스카페 명동역점,서울특별시 중구 충무로2가 65-9번지 하이해리엇 7층 28호 ,"서울특별시 중구 퇴계로 123 (충무로2가, 하이해리엇 7층 28호)",20140915,운영중,,,,,,,,,2014,N,,6.56,,,휴게음식점,커피숍,
30246,카페네스카페 목동교보점,서울특별시 양천구 목동 917-1번지 CBS 교보문고 내 지하1층 ,"서울특별시 양천구 목동서로 159-1, 지하1층 (목동, CBS 교보문고내)",20121130,운영중,,,,,,,,,2012,N,,121,,,휴게음식점,커피숍,
30247,카페네스카페 방배점,"서울특별시 서초구 방배동 923-6번지 방배아크로타워 1층 101호,102호 ",,20080612,폐업 등,20101029,,,,,,,,2008,N,,59.6,,,휴게음식점,커피숍,
30248,카페네스카페 부평이코노미호텔점,인천광역시 부평구 갈산동 168-10번지 1층 일부 ,"인천광역시 부평구 부평대로296번길 88-6 (갈산동, 1층 일부)",20150105,운영중,,,,,,,,,2015,N,,25.36,,,휴게음식점,커피숍,
30249,카페네스카페 삼청점,서울특별시 종로구 삼청동 35-240번지 지상1~3층 ,"서울특별시 종로구 삼청로 80, 1~3층 (삼청동)",20100202,폐업 등,20120427,,,,,,,,2010,N,,293.76,,,휴게음식점,커피숍,
30250,카페네스카페 서면1호점,부산광역시 부산진구 부전동 156-28번지 1층전부 ,"부산광역시 부산진구 서전로10번길 28, 1층 (부전동)",20130515,운영중,,,,,,,,,2013,N,,266.21,,,휴게음식점,커피숍,
30251,카페네스카페 서울역점,서울특별시 중구 봉래동2가 122-11번지 (지상1층) ,,20031112,폐업 등,20051207,,,,,,상수도전용,0,2003,N,,14.87,0,기타,휴게음식점,커피숍,0
30252,카페네스카페 서초점,서울특별시 서초구 서초동 1688-6번지 서초메이플라워맴버스빌 101호,"서울특별시 서초구 서초대로 355, 1층 101호 (서초동, 서초메이플라워맴버스빌)",20141107,운영중,,,,,,,,,2014,N,,48.5,,,휴게음식점,커피숍,
30253,카페네스카페 석산점,경상남도 양산시 동면 석산리 1477-1번지 굿프라임빌딩 1층 109호 ,"경상남도 양산시 동면 금오로 242, 1층 109호 (굿프라임빌딩)",20150107,운영중,,,,,,,상수도전용,,2015,N,,66.4,,,휴게음식점,커피숍,
30254,카페네스카페 성산리조트점,제주특별자치도 서귀포시 성산읍 시흥리 200번지 ,제주특별자치도 서귀포시 성산읍 해맞이해안로 2670,20141211,운영중,,,,,,,,,2014,N,,192.15,,,휴게음식점,커피숍,
30255,카페네스카페 오송점,충청북도 청주시 흥덕구 오송읍 연제리 664번지 두산센티움 판매시설 105호,"충청북도 청주시 흥덕구 오송읍 오송생명3로 31, 1층 105호 (두산센티움 판매시설)",20150512,운영중,,,,,,,상수도전용,,2015,N,,51.93,,,휴게음식점,커피숍,
30256,카페네스카페 울산공업탑코오롱점,울산광역시 남구 신정동 1873번지 지상2층 ,"울산광역시 남구 대공원로 241, 지상2층 (신정동)",20130902,운영중,,,,,,,상수도전용,,2013,N,,95.88,,,휴게음식점,커피숍,
30257,카페네스카페 워크병원점,부산광역시 연제구 연산동 603-8번지 ,"부산광역시 연제구 고분로13번길 15, 1층 (연산동)",20140827,운영중,,,,,,,상수도전용,,2014,N,,106.83,,,휴게음식점,커피숍,
30258,카페네스카페 을지로유안타증권점,서울특별시 중구 을지로2가 185번지 1층 ,"서울특별시 중구 을지로 76, 1층 (을지로2가)",20131231,운영중,,,,,,,,,2013,N,,101.76,,,휴게음식점,커피숍,
30259,카페네스카페 잠실역점,서울특별시 송파구 잠실동 27번지 잠실역지하도상가 지하1층 B-7호,"서울특별시 송파구 송파대로 567, 지하1층 B-7호 (잠실동, 잠실역지하도상가)",20150127,운영중,,,,,,,,,2015,N,,18.1,,,휴게음식점,커피숍,
30260,카페네스카페 조선일보점,서울특별시 중구 정동 1-16번지 1층 ,"서울특별시 중구 세종대로21길 33, 1층 (정동)",20050422,운영중,,,,,,,상수도전용,0,2005,N,,49.58,2,,휴게음식점,커피숍,2
30261,카페네스카페 중앙대 안성캠퍼스점,경기도 안성시 대덕면 내리 72-1번지 중앙대학교 학생복지관 1층 ,"경기도 안성시 대덕면 서동대로 4726, 1층 (중앙대학교 학생복지관)",20120820,운영중,,,,,,,상수도전용,,2012,N,,278,,,휴게음식점,커피숍,
30262,카페네스카페 중화역점,서울특별시 중랑구 중화동 303-1번지 지상2층 ,"서울특별시 중랑구 동일로 795, 2층 (중화동)",20140702,운영중,,,,,,,,,2014,N,,95.37,,,휴게음식점,커피숍,
30263,카페네스카페 해운대점,"부산광역시 해운대구 중동 1413-7번지 (지상 1,2,3층) ",,20040812,폐업 등,20051018,,,,,,상수도전용,0,2004,N,자율,263.91,0,기타,휴게음식점,커피숍,0
30264,카페네스카페(도성초교사거리점),"서울특별시 강남구 대치동 908-20번지 대치이엠프라자 106,107호 ","서울특별시 강남구 선릉로 340, 1층 106,107호 (대치동, 대치이엠프라자)",20140616,운영중,,,,,,,,,2014,N,,80.59,,,휴게음식점,커피숍,
30265,카페네스카페(부전점),부산광역시 부산진구 전포동 588-3번지 ,"부산광역시 부산진구 전포대로275번길 7, 1층 (전포동)",20140814,운영중,,,,,,,,,2014,N,,96.52,,,휴게음식점,커피숍,
30266,카페네스카페경인방송점,인천광역시 남구 학익동 587-46번지 ,,20030801,폐업 등,20050124,,,,,,,0,2003,N,,12,0,,휴게음식점,커피숍,0
30267,카페네스카페고창하나로점,전라북도 고창군 고창읍 읍내리 677번지 ,전라북도 고창군 고창읍 성산로 22,20140717,운영중,,,,,,,상수도전용,,2014,N,기타,67.2,2,주택가주변,휴게음식점,커피숍,
30268,카페네스카페마두역점,경기도 고양시 일산동구 마두동 802번지 외1필지뉴삼창마트A동136호(1층일부) ,,20040409,폐업 등,20060616,,,,,,상수도전용,0,2004,N,,13,0,,휴게음식점,커피숍,0
30269,카페네스카페문래점,서울특별시 영등포구 문래동6가 5번지 동신타워 지상1층 110호 ,"서울특별시 영등포구 선유로 63 (문래동6가,동신타워 지상1층 110호)",20101129,운영중,,,,,,,상수도전용,,2010,N,,47.76,,,휴게음식점,커피숍,
30270,카페네스카페부산BIFC몰점,부산광역시 남구 문현동 1229-1번지 ,"부산광역시 남구 문현금융로 40, A동 2층 234호 (문현동)",20150128,운영중,,,,,,,상수도전용,,2015,N,,50.45,,,휴게음식점,커피숍,
30271,카페네스카페부산시청점,"부산광역시 부산진구 양정동 242-2번지 지상1,2층전체 ","부산광역시 부산진구 진연로 5 (양정동, 지상1,2층전체)",20130523,운영중,,,,,,,상수도전용,,2013,N,자율,202.77,,아파트지역,휴게음식점,커피숍,
30272,카페네스카페부산양정점,"부산광역시 부산진구 양정동 502-3번지 한스빌딩,지상1층일부 ","부산광역시 부산진구 동평로 380, 지상1층 (양정동, 한스빌딩)",20140609,운영중,,,,,,,상수도전용,,2014,N,지도,88.4,,주택가주변,휴게음식점,커피숍,
30273,카페네스카페서울숲점,"서울특별시 성동구 성수동2가 325-2번지 서울숲한라시그마밸리101(A),101(B) 지상1층 ","서울특별시 성동구 성수이로 51 (성수동2가,서울숲한라시그마밸리101(A),101(B) 지상1층)",20110509,운영중,,,,,,,,,2011,N,,87.13,,,휴게음식점,커피숍,
30274,카페네스카페송도센트럴파크점,"인천광역시 연수구 송도동 23-4번지 센트럴파크2 C동 101,102호 ","인천광역시 연수구 센트럴로 194 (송도동, 센트럴파크2 C동 101,102호)",20130506,운영중,,,,,,,,,2013,N,,149.21,,,휴게음식점,커피숍,
30275,카페네스카페순천하나병원점,전라남도 순천시 덕암동 158-3번지 외3필지(1층) ,"전라남도 순천시 팔마로 215, 1층 (덕암동)",20120510,운영중,,,,,,,,,2012,N,,69.17,,기타,휴게음식점,커피숍,
30276,카페네스카페시흥까르푸점,서울특별시 금천구 시흥동 992-47번지 ,,20010912,폐업 등,20041201,,,,,,상수도전용,1,2001,N,기타,23.3,2,기타,휴게음식점,커피숍,3
30277,카페네스카페신천TS점,서울특별시 송파구 신천동 7-23번지 ,서울특별시 송파구 올림픽로 299 (신천동),20030516,운영중,,,,,,,,0,2003,N,,42.9,0,,휴게음식점,커피숍,0
