number,companyName,adress,adressBystreet,dateOflicensing,stateOfbusiness,dateOfclosure,startdateOfcessation,duedateOfcessation,dateOfreOpen,areaOfsite,zip,waterwork,numOfmenWorker,yearOfStart,multipleUse,grade,sizeOfsite,numOfwomenWorker,vicintyOfsite,sanitaryName,businessCondition,totalOfworker
44313,플레르,경기도 의정부시 신곡동 703-12번지 지상1층 ,"경기도 의정부시 발곡로3번길 13, 지상1층 (신곡동)",20131104,운영중,,,,,,,상수도전용,,2013,N,,99.21,,,휴게음식점,커피숍,
44314,플레르빈,경상북도 포항시 북구 양덕동 687-13번지 (1층) ,"경상북도 포항시 북구 장량주택로13번길 3-1, 1층 (양덕동)",20131105,운영중,,,,,,,상수도전용,,2013,N,,65.56,,,휴게음식점,커피숍,
44315,플레이 커피숍,인천광역시 부평구 부평동 211-174번지 3층 ,"인천광역시 부평구 부평문화로 77 (부평동,3층)",20090407,운영중,,,,,,,상수도전용,,2009,N,,137.36,,,휴게음식점,커피숍,
44316,플레이 하바,경상남도 창원시 성산구 상남동 79번지 롯데백화점 6층 ,"경상남도 창원시 성산구 중앙대로 124, 6층 (상남동, 롯데백화점)",20131126,운영중,,,,,,,,,2013,N,,9.6,,,휴게음식점,커피숍,
44317,플레이그라운드,부산광역시 수영구 민락동 184-14번지 ,"부산광역시 수영구 광안로 59, 2층 (민락동)",20130930,폐업 등,20131029,,,,,,,,2013,N,,98.19,,,휴게음식점,커피숍,
44318,플레이그라운드,충청남도 천안시 동남구 청수동 274번지 ,"충청남도 천안시 동남구 청수15길 5-9, 1층 (청수동)",20141203,운영중,,,,,,,상수도전용,,2014,N,,105.6,,,휴게음식점,커피숍,
44319,플레이그라운드커피랩,경기도 수원시 장안구 영화동 300-18번지 ,"경기도 수원시 장안구 수성로364번길 6, 1층 (영화동)",20150407,운영중,,,,,,,,,2015,N,,49.85,,,휴게음식점,커피숍,
44320,플레이독,강원도 강릉시 교동 1911-6번지 ,강원도 강릉시 하슬라로 115 (교동),20140124,운영중,,,,,,,상수도전용,,2014,N,,89,,주택가주변,휴게음식점,커피숍,
44321,플레이독스,서울특별시 광진구 화양동 206번지 2층 ,"서울특별시 광진구 광나루로 390, 2층 (화양동)",20140318,운영중,,,,,,,,,2014,N,,167.9,,,휴게음식점,커피숍,
44322,플레이버,서울특별시 금천구 가산동 680-0번지 우림라이온스밸리 2차 111호 ,"서울특별시 금천구 가산디지털1로 2 (가산동,우림라이온스밸리 2차 111호)",20100517,운영중,,,,,,,,,2010,N,,44.6,,,휴게음식점,커피숍,
44323,플레이버,대구광역시 수성구 수성동1가 249-362번지 ,대구광역시 수성구 명덕로73길 60-4 (수성동1가),20120711,폐업 등,20131219,,,,,,,,2012,N,,68.72,,아파트지역,휴게음식점,커피숍,
44324,플레이버(Flavor),대구광역시 달서구 진천동 635-1번지 101호,"대구광역시 달서구 월배로 58, 101호 (진천동)",20120217,폐업 등,20121231,,,,,,상수도전용,,2012,N,,54.42,,기타,휴게음식점,커피숍,
44325,플레이버나인틴(FLAVOR NINETEEN),경기도 부천시 오정구 오정동 177-1번지 ,"경기도 부천시 오정구 오정로 258 (오정동, 세종아파트단지내상가씨동 104호)",20140325,운영중,,,,,,,상수도전용,1,2014,N,,24.75,,주택가주변,휴게음식점,커피숍,
44326,플레이보드,서울특별시 관악구 신림동 1641-9번지 ,"서울특별시 관악구 신림로 324, 지하1층 (신림동)",20140709,운영중,,,,,,,상수도전용,,2014,N,,85.65,,,휴게음식점,커피숍,
44327,플레이북,대전광역시 유성구 궁동 425-1번지 지상3층 ,"대전광역시 유성구 대학로151번길 22, 지상3층 (궁동)",20140806,운영중,,,,,,,,,2014,N,,82.96,,,휴게음식점,커피숍,
44328,플레이스130,"경기도 용인시 수지구 상현동 1161-3번지 102,103호 ","경기도 용인시 수지구 광교호수로360번길 9 (상현동, 102,103호)",20150205,운영중,,,,,,,상수도전용,,2015,N,,59.15,,,휴게음식점,커피숍,
44329,플레이스엔,서울특별시 성북구 정릉동 861-1번지 국민대 종합복지관 1층 206호 ,"서울특별시 성북구 정릉로 77 (정릉동,국민대 종합복지관 1층 206호)",20081103,운영중,,,,,,,상수도전용,,2008,N,,56.98,,,휴게음식점,커피숍,
44330,플레이오프,서울특별시 마포구 동교동 162-8번지 3층 ,,20030521,폐업 등,20060217,,,,,,상수도전용,0,2003,N,,105,0,,휴게음식점,커피숍,0
44331,플레이워크,인천광역시 남동구 구월동 1132번지 1층 105호 ,"인천광역시 남동구 인주대로591번길 64 (구월동, 1층 105호)",20110819,폐업 등,20140428,,,,,,상수도전용,,2011,N,,38.9,,,휴게음식점,커피숍,
44332,플레이쥬,울산광역시 남구 무거동 461번지 ,"울산광역시 남구 대학로 164, 지상2층 상가214호 (무거동, 웰츠타워)",20150109,운영중,,,,,,,상수도전용,,2015,N,,15.04,,,휴게음식점,커피숍,
44333,플레이커피 랩,제주특별자치도 서귀포시 서귀동 257-13번지 ,제주특별자치도 서귀포시 중앙로42번길 43 (서귀동),20141110,운영중,,,,,,,,,2014,N,,246.2,,기타,휴게음식점,커피숍,
44334,플레이키즈클럽,경기도 용인시 수지구 죽전동 1174-1번지 벤포스타I -동 702호,,20050527,폐업 등,20091231,,,,,,상수도전용,0,2005,N,,23.4,0,,휴게음식점,커피숍,0
44335,플레이타임,경기도 용인시 기흥구 신갈동 63번지 2층 ,"경기도 용인시 기흥구 중부대로 375 (신갈동, 2층)",20150323,운영중,,,,,,,상수도전용,,2015,N,,26,,,휴게음식점,커피숍,
44336,플레이타임 롯데몰김포공항점,서울특별시 강서구 방화동 886-0번지 외 6필지 김포공항스카이파크 (지하 1층) ,"서울특별시 강서구 하늘길 38, 지하 1층 (방화동, 2동 김포공항스카이파크)",20111123,운영중,,,,,,,상수도전용,,2011,N,,61.13,,,휴게음식점,커피숍,
44337,플레이타임 키즈카페,부산광역시 부산진구 부암동 257번지 롯데키즈마트부산점(4층) ,"부산광역시 부산진구 신천대로 241 (부암동,롯데키즈마트부산점(4층))",20110420,운영중,,,,,,,상수도전용,,2011,N,,25.58,,,휴게음식점,커피숍,
44338,플레이타임 키즈카페(구리점),경기도 구리시 인창동 430번지 롯데마트2층 ,"경기도 구리시 동구릉로136번길 57 (인창동, 롯데마트2층)",20131204,운영중,,,,,,,,,2013,N,,32.92,,,휴게음식점,커피숍,
44339,플레이타임 홈플러스평택안중점,경기도 평택시 안중읍 현화리 637-19번지 (2층) ,경기도 평택시 안중읍 서동대로 1489 ((2층)),20120106,운영중,,,,,,,상수도전용,,2012,N,,31.08,,기타,휴게음식점,커피숍,
44340,플레이트 9312,서울특별시 송파구 문정동 93-12번지 지상1층 ,"서울특별시 송파구 새말로15길 7, 지상1층 (문정동)",20141210,운영중,,,,,,,,,2014,N,,35.93,,,휴게음식점,커피숍,
44341,플레이트9312,서울특별시 송파구 문정동 93-12번지 지상1층 ,"서울특별시 송파구 새말로15길 7, 지상1층 (문정동)",20101104,폐업 등,20141013,,,,,,,,2010,N,,35.93,,,휴게음식점,커피숍,
44342,플레인,강원도 태백시 장성동 167-4번지 ,강원도 태백시 장성1길 76 (장성동),20140127,운영중,,,,,,,상수도전용,,2014,N,,39.61,,아파트지역,휴게음식점,커피숍,
44343,플레인,강원도 태백시 장성동 167-4번지 ,강원도 태백시 장성1길 76 (장성동),20130820,폐업 등,20140127,,,,,,,,2013,N,,0,,,휴게음식점,커피숍,
44344,플레임큐브커피점,경상남도 창원시 성산구 상남동 45-1번지 (스카이웰빙파크201호) ,,20100914,폐업 등,20111125,,,,,,,,2010,N,,83.7,1,유흥업소밀집지역,휴게음식점,커피숍,
44345,플레잉(playing)커피나무,경기도 의정부시 금오동 131-12번지 지상1층 ,"경기도 의정부시 금오로 83, 지상1층 (금오동)",20140922,운영중,,,,,,,상수도전용,,2014,N,,22,,,휴게음식점,커피숍,
44346,플레져포인트리테일(미세스히긴스),경기도 고양시 일산서구 탄현동 1640번지 일산 두산위브더제니스 판매시설 B106호 ,"경기도 고양시 일산서구 일현로 97-11, B106호일부호 (탄현동, 일산 두산위브더제니스 판매시설)",20140321,운영중,,,,,,,,,2014,N,,20,,,휴게음식점,커피숍,
44347,플레흐커피,충청북도 청주시 상당구 수동 112-167번지 1층 ,"충청북도 청주시 상당구 수암로 26, 1층 (수동)",20150311,운영중,,,,,,,상수도전용,,2015,N,,113.71,,,휴게음식점,커피숍,
44348,플렛빈,서울특별시 양천구 신월동 509-1번지 1층 ,"서울특별시 양천구 오목로 64 (신월동, 1층)",20121101,운영중,,,,,,,,,2012,N,,20,,,휴게음식점,커피숍,
44349,플렛폼,"경기도 부천시 소사구 범박동 155-2번지 ,현대리치모아 1층 103호 ","경기도 부천시 소사구 범안로 117, 1층 103호 (범박동, 현대리치모아)",20100715,운영중,,,,,,,상수도전용,,2010,N,,39.45,,,휴게음식점,커피숍,
44350,플로라,경상남도 거제시 하청면 석포리 42번지 1동(1층) ,,20090527,폐업 등,20090623,,,,,,간이상수도,,2009,N,,104.96,1,,휴게음식점,커피숍,
44351,플로라,,충청남도 계룡시 엄사면 번영2길 21-25,20150514,운영중,,,,,,,,,2015,N,,11.52,,,휴게음식점,커피숍,
44352,플로라비카,울산광역시 남구 달동 1412번지 삼환아르누보 100호,"울산광역시 남구 삼산로 87, 100호 (달동, 삼환아르누보)",20130522,운영중,,,,,,,,,2013,N,,151.26,,아파트지역,휴게음식점,커피숍,
44353,플로라엠,경기도 용인시 기흥구 마북동 475-3번지 마북프라자203호일부 ,"경기도 용인시 기흥구 용구대로 2362 (마북동,마북프라자203호일부)",20101126,운영중,,,,,,,상수도전용,,2010,N,,89,,,휴게음식점,커피숍,
44354,플로라인,경상남도 창원시 성산구 상남동 52-6번지 1층 ,"경상남도 창원시 성산구 단정로98번길 3-27, 1층 (상남동)",20140403,운영중,,,,,,,상수도전용,,2014,N,,61,,,휴게음식점,커피숍,
44355,플로라커피·티 왕지점,전라남도 순천시 조례동 1819-1번지 (1층) ,"전라남도 순천시 왕궁중앙길 46 (조례동,(1층))",20110901,운영중,,,,,,,상수도전용,,2011,N,,33.17,,아파트지역,휴게음식점,커피숍,
44356,플로랜드휴게점,경기도 안성시 보개면 양복리 274-4번지 외 1필지 ,,20080430,폐업 등,20110308,,,,,,지하수전용,,2008,N,,87.9,,,휴게음식점,커피숍,
44357,플로랜스,강원도 강릉시 포남동 1299-2번지 ,강원도 강릉시 하평3길 50 (포남동),20100115,폐업 등,20140326,,,,,,상수도전용,1,2010,N,자율,29.9,1,주택가주변,휴게음식점,커피숍,2
44358,플로레스,부산광역시 부산진구 부전동 91-5번지 ,,19970306,폐업 등,20110405,,,,,,상수도전용,,1997,N,기타,118.7,,기타,휴게음식점,커피숍,
44359,플로레아,서울특별시 송파구 오금동 42-9번지 진성빌딩 지상1층 ,"서울특별시 송파구 마천로8길 5, 지상1층 (오금동, 진성빌딩)",20131105,운영중,,,,,,,,,2013,N,,61.02,,,휴게음식점,커피숍,
44360,플로렌스,서울특별시 노원구 상계동 1122-6번지 지상1층 ,"서울특별시 노원구 동일로242길 75-9 (상계동, 지상1층)",20121122,운영중,,,,,,,,,2012,N,,74.16,,,휴게음식점,커피숍,
44361,플로렌스,"경상북도 구미시 봉곡동 226-6번지 1,2층 ","경상북도 구미시 봉곡로18길 31, 1,2층 (봉곡동)",20140113,운영중,,,,,,,상수도전용,,2014,N,,190.1,,,휴게음식점,커피숍,
